Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","-","13-CC0805KKX7R9BB684TR-ND,13-CC0805KKX7R9BB684CT-ND,13-CC0805KKX7R9BB684DKR-ND","CC0805KKX7R9BB684","Yageo","Yageo","CAP CER X7R 0805","5,147","0.27","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.68µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.057"""" (1.45mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","-","13-CC0805KPX7R9BB104TR-ND,13-CC0805KPX7R9BB104CT-ND,13-CC0805KPX7R9BB104DKR-ND","CC0805KPX7R9BB104","Yageo","Yageo","CAP CER X7R 0805","22,544","0.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.1µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.037"""" (0.95mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg","13-CC0805JRX7R9BB183TR-ND,13-CC0805JRX7R9BB183CT-ND,13-CC0805JRX7R9BB183DKR-ND","CC0805JRX7R9BB183","Yageo","Yageo","CAP CER 0.018UF 50V X7R 0805","7,800","0.19","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.018µF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.057"""" (1.45mm)","-","-"
"https://www.yageo.com/upload/media/product/products/datasheet/mlcc/UPY-NP0X7R_MV_100-to-630V_21.pdf","//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg","13-CC0805KRX7RYBB221TR-ND,13-CC0805KRX7RYBB221CT-ND,13-CC0805KRX7RYBB221DKR-ND","CC0805KRX7RYBB221","Yageo","Yageo","CAP CER 220PF 250V X7R 0805","3,754","0.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","220pF","±10%","250V","X7R","-55°C ~ 125°C","High Voltage","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.037"""" (0.95mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg","13-CC0805KRX7R9BB151TR-ND,13-CC0805KRX7R9BB151CT-ND,13-CC0805KRX7R9BB151DKR-ND","CC0805KRX7R9BB151","Yageo","Yageo","CAP CER 150PF 50V X7R 0805","4,000","0.01894","0","4000","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","150pF","±10%","50V","X7R","-55°C ~ 125°C","High Voltage","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.028"""" (0.70mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","-","13-CC0805KFX7R6BB106TR-ND,13-CC0805KFX7R6BB106CT-ND,13-CC0805KFX7R6BB106DKR-ND","CC0805KFX7R6BB106","Yageo","Yageo","MLCC CAP","44,895","0.26","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","10µF","±10%","10V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.057"""" (1.45mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg","13-CC0805MRX7R9BB222TR-ND,13-CC0805MRX7R9BB222CT-ND,13-CC0805MRX7R9BB222DKR-ND","CC0805MRX7R9BB222","Yageo","Yageo","CAP CER 2200PF 50V X7R 0805","16,000","0.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","2200pF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.028"""" (0.70mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg","13-CC0805KRX7R8BB563TR-ND,13-CC0805KRX7R8BB563CT-ND,13-CC0805KRX7R8BB563DKR-ND","CC0805KRX7R8BB563","Yageo","Yageo","CAP CER 0.056UF 25V X7R 0805","15,899","0.18","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.056µF","±10%","25V","X7R","-55°C ~ 125°C","High Voltage","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.057"""" (1.45mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg","311-4288-2-ND,311-4288-1-ND,311-4288-6-ND","CC0805KKX7R6BB474","Yageo","Yageo","CAP CER 0.47UF 10V X7R 0805","10,411","0.21","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.47µF","±10%","10V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.057"""" (1.45mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg","311-4266-2-ND,311-4266-1-ND,311-4266-6-ND","CC0805JRX7R7BB104","Yageo","Yageo","CAP CER 0.1UF 16V X7R 0805","12,000","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.1µF","±5%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"""" L x 0.049"""" W (2.00mm x 1.25mm)","-","0.037"""" (0.95mm)","-","-"
