Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","-","13-CC0603JPX7R9BB104TR-ND,13-CC0603JPX7R9BB104CT-ND,13-CC0603JPX7R9BB104DKR-ND","CC0603JPX7R9BB104","Yageo","Yageo","CAP CER X7R 0603","2,578","0.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.1µF","±5%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg","13-CC0603KPX7R8BB105TR-ND,13-CC0603KPX7R8BB105CT-ND,13-CC0603KPX7R8BB105DKR-ND","CC0603KPX7R8BB105","Yageo","Yageo","MLCC CAP","54,089","0.26","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","1µF","±10%","25V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg","13-CC0603JRX7R7BB823TR-ND,13-CC0603JRX7R7BB823CT-ND,13-CC0603JRX7R7BB823DKR-ND","CC0603JRX7R7BB823","Yageo","Yageo","CAP CER 0.082UF 16V X7R 0603","3,634","0.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.082µF","±5%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg","13-CC0603KRX7R9BB301TR-ND,13-CC0603KRX7R9BB301CT-ND,13-CC0603KRX7R9BB301DKR-ND","CC0603KRX7R9BB301","Yageo","Yageo","CAP CER 300PF 50V X7R 0603","7,251","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","300pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","-","13-CC0603JRX7R7BB102TR-ND,13-CC0603JRX7R7BB102CT-ND,13-CC0603JRX7R7BB102DKR-ND","CC0603JRX7R7BB102","Yageo","Yageo","CAP CER X7R 0603","10,990","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","1000pF","±5%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg","13-CC0603JRX7R6BB474TR-ND,13-CC0603JRX7R6BB474CT-ND,13-CC0603JRX7R6BB474DKR-ND","CC0603JRX7R6BB474","Yageo","Yageo","CAP CER 0.47UF 10V X7R 0603","15,890","0.21","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.47µF","±5%","10V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","-","13-CC0603KRX7R9BB154TR-ND,13-CC0603KRX7R9BB154CT-ND,13-CC0603KRX7R9BB154DKR-ND","CC0603KRX7R9BB154","Yageo","Yageo","CAP CER X7R 0603","6,528","0.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","0.15µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg","311-1826-2-ND,311-1826-1-ND,311-1826-6-ND","CC0603MRX7R9BB103","Yageo","Yageo","CAP CER 10000PF 50V X7R 0603","260,903","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","10000pF","±20%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg","311-1077-2-ND,311-1077-1-ND,311-1077-6-ND","CC0603KRX7R9BB221","Yageo","Yageo","CAP CER 220PF 50V X7R 0603","160,570","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","220pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
"https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf","//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg","311-1083-2-ND,311-1083-1-ND,311-1083-6-ND","CC0603KRX7R9BB472","Yageo","Yageo","CAP CER 4700PF 50V X7R 0603","510,185","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CC","Active","4700pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"""" L x 0.031"""" W (1.60mm x 0.80mm)","-","0.035"""" (0.90mm)","-","-"
